,语言能力,总量
2203,普通话流利，语一般，能用语进行简单交流！,1
2204,"普通话标准,语一般,粤语能听懂",1
2205,"语四级成绩为****分,六级成绩为****分。************普通话标准",1
2206,普通话一般，语水平一般。,1
2207,普通话：良好  ******语：四级,1
2208,"语  言  能  力：  普通话流利,粤语良好 ************语水",1
2209,语熟练，口语表达流利，翻译能力较强，具有较强的听、说、读、写、译的能力。***,1
2210,"普通话标准,表达清晰!",1
2211,语一般，精通粤语，普通话，客家话***********************,1
2212,语言勾通能力强,1
2213,已取得PETS-3口语合格证,1
2214, 大学语六级，普通话二级甲 等。能比较流畅地用语交流。普通话良好。学习语言能,1
2215,诚实守信、责任心强、乐观向上、专注、耐心、团队协作，沟通能力强,1
2216,    语：  CET-6（****）；************上海市口译中级笔,1
2217,     有较好的语言表达能力和沟通能力。说话坦诚。******      语,1
2218,１．语　　大学语六级　　专业语八级　能流利运用语与客户进行有效交流***,1
2219,"汉 语 普通话标准,能利的运用普通话交流 ************ 语 通过",1
2220,普通话标准流利 ************语 一般 ************,1
2221,大学语四级，具备良好的听说读写能力,1
2222,语——一般；粤语——流利；国语——精通,1
2223,"     本人做事认真负责、有上进心；注重团队精神；适应能力强,可迅速学习工作",1
2224,"    语言表达能力良好,与同事沟通能力强且表现友好。",1
2225,  普通话 良好   粤语良好,1
2226,具有很好的组织能力，能够熟练的说普通话。,1
2227,"汉语,语(一般)",1
2228,语水平：大学CET6，参加了TOFFLE和GRE考试，口语能力较强。*****,1
2229,熟练及标准普通话，粤语听的懂，说的不是很标准。其它方言一般都听得懂。,1
2230,CET4：听，说，读，写。************中文：组织总结能力强，有较深的,1
2231,语言能力丰富，普通话标准，语良好！,1
2232,具有良好的听、说、读、写能力。（CET-4：****分）,1
2233,相信您的信任与我的实力将为我们带来共同的成功!************希望我能为,1
2234,通过语四级。具有良好的学习基础，熟练地掌握会计语知识。能阅读难度一般的文财,1
2235,语专业8级，语专业4级， 国家语四、六级，具备流利的语口语能力,1
2236,外语水平一般************  普通话标准************   ,1
2237,我具有热爱祖国的优良传统，积极向上的生活态度和广泛的兴趣爱好，对工作责任心强，勤,1
2238,熟练：潮汕方言、白话,1
2239,普通话良好************广东话良好,1
2240,"本人语言逻辑性强,表达清楚,口才佳!",1
2241,    普通话；  语,1
2242,口才好，对语言方面比较擅长，国语讲得比较标准，粤语流利，潮汕话是我的母语，对语,1
2243,通过语二级，标准普通话，会说粤语；有良好的文字表达能力。,1
2244,大学期间通过了普通话2级甲等，语四级考试！,1
2245,  网络布线与布线工程，网页设计，Windows Server ****网络架构,1
2246,普通话二级甲等证书************,1
2247,语读写熟练 ,1
2248,语听说能力良好************国语熟练,1
2249,国语，粤语，其它方言,1
2250,语（高等语应用能力考试B级、全国语等级一级证书、）普通话  粤语,1
2251,语水平一般．,1
2252,1. 语听说读写熟练，能独立完成与语相关的工作。************,1
2253,具备语、普通话、粤语、客家话等语言能力，适应工作的需要,1
2254,语水平熟练，****年****月--****年3月在桂林市阳朔县欧美达文学校参加,1
2255,"语水平一般,能阅读基本的专业语资料************普通话标准***",1
2256,"普通话能流畅交流,语过了3级",1
2257,"通过大学语六级考试,有较强的语听、说、读、写、译能力, 精通商务信函，能流",1
2258,　　也许我的工作经验还不够丰富****公司能够给我一次机会，我保证我会做得更好,1
2259,语：,1
2260,国语发音标准清晰，有较好的表达能力，会听粤语，过全国语四级，口语良好,1
2261,计算机应用熟练 2级水平,1
2262,通过国家语四级考试（****分），六级（****分）。************具备,1
2263,  语    相当国家六级水平,1
2264,    ****年5月至****月，业余培训过剑桥商务语。,1
2265,已通过专业语四级（专八刚考完，成绩还不知道）************CET-,1
2266,全国大学生语四级************全国大学生语竞赛二等奖,1
2267,通过语4级（CET-4）,1
2268,虽然外国话不会几种但与人交往貌似还可以!`,1
2269,具有很好的沟通能力，能和同事和睦相处。并且有一定的领导能力。,1
2270,普通话能力较强，通过考试达国家普通话话二甲水平,1
2271,单片机   C语言   plc可编程控制器,1
2272,语言及方言******语　言1  ：中文普通话   等　级　：母语******语,1
2273,普通话准标、语良好,1
2274,普通话标准******大学语四级，有一定听说读写能力。,1
2275,普通话标准 ************语简单交流,1
2276,国语标准，语良好,1
2277,本人语已过4级，,1
2278,    为保证员工的工作效率，经常和下属员工进行沟通和交流，积累了不少沟通交流的,1
2279,努力工作,1
2280,													************,1
2281,语: 语四级，有较好的听说读写能力    普通话：熟练    粤语：熟练,1
2282,通过了语应用能力考试,1
2283,语能够熟练的进行听、说、读、写，还具有一定的外语应用和公文写作能力，语言表达能,1
2284,全国语四级****分，有一定语阅读和写作能力。,1
2285,已经达到语6级水平,1
2286,语良好，可以发一般的文邮件,1
2287,语水平              一般************普通话/粤语/客,1
2288,表达能力较强，普通话标准，吐字清晰，喜欢与人沟通交流。,1
2289,通过国家语四，六级考试。具备良好的语听说能力。************普通话,1
2290,语水平:江西省大学语三级************,1
2291, 较好                                     ,1
2292,语：专业四级；******西班牙语：在北京外国语大学学完中级水平，及西班牙大使,1
2293,"经过一年半的营销工作的学习与锻炼,学习了各种场合的沟通技巧,掌握了与客户沟通的",1
2294,cet-6 ****分一次通过************,1
2295,主要为普通话，语一般,1
2296,普通话良好，语听力佳 ************邮箱*****@***.com*,1
2297,语熟练，能进行日常商务交流。,1
2298,国语熟练;************粤语熟练;************客家方言;*,1
2299,普通话：熟练************语听写说能力：良好,1
2300,国语：熟练************粤语：一般************语：一般,1
2301,普通话：熟练，能准确地书写，能流利地进行听、说交流***************,1
2302,普通话国家二乙水平,1
2303,语，国家六级，具备良好的外贸语知识，能用语通过信函或口头的方式与外商沟通。,1
2304,"普通话熟练,文较好!",1
2305,语：三级************国语：标准,1
2306,语专业八级	************公四、公六：优秀************专,1
2307,1、语四级水平，日常语交流，具有良好的语听说读写技能**********,1
2308,语听说读写能力良好！,1
2309,语言表达能力强，具有较强的公文写作能力，能有效地与他人沟通。**********,1
2310,"普通话标准,精通粤语,语能力一般.",1
2311,具有较强的管理能力和协调能力，敢于迎接新事物，新挑战；悟性高，有很强的集体荣誉感,1
2312,****年6月，通过国家大学语四级考试，语熟练，能阅读一般性的文文档和进行,1
2313,****年6月通过全国语四级等级考试（****分），具有较好的听、说、读、写能力,1
2314,普通话流利；粤语普遍听得懂，会说一点；,1
2315,计算机：专业************ 语 ：四级,1
2316,语四级，良好的读写能力。,1
2317,  有很好的沟通能力，能在短时间内和同事很好的相处,1
2318,语：CET-4，语基本功扎实，听说读写译流利，能非常流畅和国外客户沟通。**,1
2319,     语言能力中等但善于倾听和思考并且善解人意。,1
2320,大学语四级************普通话二级甲等************粤语水,1
2321,1.普通话标准************************2.具备一定的语,1
2322,我具有一口标准的普通话，熟练的听，说，读，写能力，有良好的交际能力，有一定的社会,1
2323,全国大学生语四级水平，具备基本的听说读写译基本能力。,1
2324,中文水平一般,1
2325,         一般,1
2326,语三级************普通话二乙************会基本日语,1
2327,有良好的表达能力，普通话标准。,1
2328,"有良好的沟通组织能力以及语言表达能力,具有一定的文字写作工底，********",1
2329,"语四级水平,普通话二级甲等,略懂日语和法语",1
2330,汉语表达强；语一般。,1
2331,语：普通************,1
2332,一定的语听.说.写能力.,1
2333,   首先非常感谢您们在百忙这余垂阅我的简历，相信在片刻之后，通过我的介绍，您将,1
2334,对于国语是熟悉语属于一般,1
2335,1：大学语六级******2：工作期间，经常接见客户，电话联系客户，*****,1
2336,English : good ,1
2337,普通话流利；语具基本读、听、写能力。,1
2338,通过大学语六级************精通粤语************普通话标,1
2339,普通话熟练标准.声音甜美.****公司春节节目主持人,1
2340,语读、写一般，听、说差。,1
2341,通过大学语六级/国语标准,1
2342,     有较好的语言表达能力，思维敏捷； 具有良好的团队精神，善于与人沟通和,1
